,game_str,play_id,at_bat,timestamp,player_position,event_code,Season,HomeTeam,AwayTeam,Day,inning,top_bottom,pitcher,pitcher_hand,first_baserunner,second_baserunner,third_baserunner,field_x_1b,field_y_1b,field_x_runner,field_y_runner,distance_from_1b,distance_to_baseline,lead_distance,pitch_label,group_number
851,1884_129_Vis1BB_Home1A,159,39.0,5199081,1,1,Season_1884,Home1A,Vis1BB,day_129,5.0,top,523.0,Right,3140.0,,,56.1423,64.9416,49.9761,77.3136,18.596387610769995,0.6017687062282391,18.58664861114569,after,204
852,1884_130_Vis1BB_Home1A,49,13.0,1574352,1,1,Season_1884,Home1A,Vis1BB,day_130,2.0,bottom,3743.0,Right,959.0,,,58.3344,61.6335,53.6619,74.9829,14.428925393805317,1.5957906342302475,14.340409348121934,before,205
853,1884_130_Vis1BB_Home1A,50,13.0,1596660,1,6,Season_1884,Home1A,Vis1BB,day_130,2.0,bottom,3743.0,Right,959.0,,,61.5078,61.5615,58.1658,70.4091,8.081205135993018,1.6004645246786056,7.9211356354531155,pickoff,205
854,1884_130_Vis1BB_Home1A,51,13.0,1619034,1,1,Season_1884,Home1A,Vis1BB,day_130,2.0,bottom,3743.0,Right,959.0,,,57.8841,62.1972,48.5889,79.3917,21.068149707556188,1.069639842641488,21.04097912900048,after,205
855,1884_130_Vis1BB_Home1A,66,19.0,2183038,1,1,Season_1884,Home1A,Vis1BB,day_130,3.0,top,354.0,Right,3140.0,,,58.947,64.8657,53.4861,74.4312,14.112016675514525,1.0836289118076277,14.070350494266112,before,206
856,1884_130_Vis1BB_Home1A,67,19.0,2199406,1,6,Season_1884,Home1A,Vis1BB,day_130,3.0,top,354.0,Right,3140.0,,,59.6772,62.4207,57.3072,71.0985,9.134092296993717,1.4716009416374376,9.014767482224475,pickoff,206
857,1884_130_Vis1BB_Home1A,68,19.0,2216005,1,1,Season_1884,Home1A,Vis1BB,day_130,3.0,top,354.0,Right,3140.0,,,58.98,65.5953,52.9113,75.0021,14.91915131969644,1.0740434505091518,14.880440409020776,after,206
858,1884_130_Vis1BB_Home1A,86,24.0,2826868,1,1,Season_1884,Home1A,Vis1BB,day_130,3.0,bottom,3743.0,Right,423.0,,,58.4442,62.0961,51.2475,75.7848,16.61089170664838,0.4364537837017543,16.605156770855626,before,207
859,1884_130_Vis1BB_Home1A,87,24.0,2851552,1,6,Season_1884,Home1A,Vis1BB,day_130,3.0,bottom,3743.0,Right,423.0,,,60.3231,61.9326,56.7207,71.5404,9.83604171656465,1.3632281436009888,9.741115217391398,pickoff,207
860,1884_130_Vis1BB_Home1A,88,24.0,2874718,1,1,Season_1884,Home1A,Vis1BB,day_130,3.0,bottom,3743.0,Right,423.0,,,58.2447,62.1465,50.6688,76.6731,17.65611455133887,0.6466236254392146,17.644269861261588,after,207
864,1884_130_Vis1BB_Home1A,121,34.0,4143636,1,6,Season_1884,Home1A,Vis1BB,day_130,4.0,bottom,3743.0,Right,626.0,,,60.7842,61.6572,57.429,70.9902,8.975424281893305,1.4825178338588196,8.852139962308012,before,209
865,1884_130_Vis1BB_Home1A,122,34.0,4158420,1,1,Season_1884,Home1A,Vis1BB,day_130,4.0,bottom,3743.0,Right,626.0,,,58.416,62.0736,52.6512,75.978,15.836897216311021,1.57280651871044,15.758603779989574,pickoff,209
866,1884_130_Vis1BB_Home1A,158,44.0,5493502,1,1,Season_1884,Home1A,Vis1BB,day_130,6.0,top,354.0,Right,3140.0,,,59.3697,65.0178,54.0636,73.9083,13.340429297814966,1.1287934465507492,13.29258737812259,after,209
867,1884_130_Vis1BB_Home1A,159,44.0,5507362,1,6,Season_1884,Home1A,Vis1BB,day_130,6.0,top,354.0,Right,3140.0,,,60.1701,62.4315,58.9362,69.7686,7.130008162688179,1.7007227455309681,6.9242009317201125,before,210
868,1884_130_Vis1BB_Home1A,160,44.0,5523565,1,1,Season_1884,Home1A,Vis1BB,day_130,6.0,top,354.0,Right,3140.0,,,58.7439,65.6361,54.2757,74.4354,13.619914083796564,1.6495909603481371,13.51964900851859,pickoff,210
869,1884_130_Vis1BB_Home1A,163,45.0,5611510,1,1,Season_1884,Home1A,Vis1BB,day_130,6.0,top,354.0,Right,3140.0,,,59.5524,64.2459,52.2705,75.2571,15.531992874708637,0.7959127891271126,15.511586814123943,after,210
870,1884_130_Vis1BB_Home1A,164,45.0,5628703,1,6,Season_1884,Home1A,Vis1BB,day_130,6.0,top,354.0,Right,3140.0,,,60.0387,62.5095,56.8017,71.0643,9.407921203964245,1.0871802356152955,9.344892750336276,before,211
871,1884_130_Vis1BB_Home1A,165,45.0,5645896,1,6,Season_1884,Home1A,Vis1BB,day_130,6.0,top,354.0,Right,3140.0,,,60.3186,63.5625,54.6174,72.6912,12.055174001232825,0.6703399227982814,12.036522113463782,pickoff,211
872,1884_130_Vis1BB_Home1A,166,45.0,5664376,1,1,Season_1884,Home1A,Vis1BB,day_130,6.0,top,354.0,Right,3140.0,,,59.1852,64.8594,54.6246,73.1817,12.423060333508811,1.0193742237368195,12.381167321459678,after,211
876,1884_131_Vis1BB_Home1A,56,15.0,1855092,1,1,Season_1884,Home1A,Vis1BB,day_131,2.0,bottom,8586.0,Left,877.0,,,59.0376,62.9904,57.0507,71.226,9.387254896400755,1.3780989439565068,9.285547791631139,before,213
877,1884_131_Vis1BB_Home1A,57,15.0,1871724,1,6,Season_1884,Home1A,Vis1BB,day_131,2.0,bottom,8586.0,Left,877.0,,,60.3585,62.4069,58.5846,69.1623,6.816085273087477,1.0249271109982758,6.738586117809931,pickoff,213
878,1884_131_Vis1BB_Home1A,58,15.0,1902777,1,1,Season_1884,Home1A,Vis1BB,day_131,2.0,bottom,8586.0,Left,877.0,,,60.2979,62.2524,55.7979,72.5457,11.194122247858468,1.410071795730797,11.104957020668042,after,213
885,1884_131_Vis1BB_Home1A,136,39.0,4658115,1,1,Season_1884,Home1A,Vis1BB,day_131,5.0,bottom,8586.0,Left,435.0,,,59.6352,62.6436,54.5292,73.1508,12.460766319933938,0.9296854189787443,12.426036467906341,before,215
886,1884_131_Vis1BB_Home1A,137,39.0,4682238,1,6,Season_1884,Home1A,Vis1BB,day_131,5.0,bottom,8586.0,Left,435.0,,,60.5187,62.631,57.8334,69.7542,7.740391023714498,0.9042847458170168,7.68738722183829,pickoff,215
887,1884_131_Vis1BB_Home1A,138,39.0,4700652,1,6,Season_1884,Home1A,Vis1BB,day_131,5.0,bottom,8586.0,Left,435.0,,,60.7521,62.2893,57.3189,69.9696,8.230614155091951,0.6884467523400749,8.201771176958816,after,215
888,1884_131_Vis1BB_Home1A,139,39.0,4719231,1,6,Season_1884,Home1A,Vis1BB,day_131,5.0,bottom,8586.0,Left,435.0,,,60.8052,62.4774,56.6835,70.5633,9.09399775346354,0.6516365785491609,9.070620977060868,before,216
889,1884_131_Vis1BB_Home1A,140,39.0,4742298,1,1,Season_1884,Home1A,Vis1BB,day_131,5.0,bottom,8586.0,Left,435.0,,,59.5242,62.4897,53.5476,73.8762,13.651521534246644,0.7383581643452117,13.631539436950789,pickoff,216
890,1884_131_Vis1BB_Home1A,141,39.0,4765167,1,6,Season_1884,Home1A,Vis1BB,day_131,5.0,bottom,8586.0,Left,435.0,,,60.9516,62.4897,57.5349,69.3378,7.610384934416918,0.3994946915706298,7.599892291434589,after,216
906,1884_135_Vis1BC_Home1A,21,5.0,531168,1,1,Season_1884,Home1A,Vis1BC,day_135,1.0,top,354.0,Right,6277.0,,,59.1561,64.4016,52.7526,75.0927,15.09112746119387,1.0244054761343218,15.056318323895313,before,219
907,1884_135_Vis1BC_Home1A,22,5.0,544418,1,6,Season_1884,Home1A,Vis1BC,day_135,1.0,top,354.0,Right,6277.0,,,60.5346,62.5482,56.5494,70.9803,9.499902128443217,0.848385680718253,9.461943890488477,pickoff,219
908,1884_135_Vis1BC_Home1A,23,5.0,558668,1,1,Season_1884,Home1A,Vis1BC,day_135,1.0,top,354.0,Right,6277.0,,,59.061,64.7637,49.1163,78.3936,19.9734806843975,0.745907777317795,19.959547896626738,after,219
909,1884_135_Vis1BC_Home1A,24,5.0,587268,1,6,Season_1884,Home1A,Vis1BC,day_135,1.0,top,354.0,Right,6277.0,,,60.2298,62.718,56.3595,70.47,9.238155673617975,0.35519653344227703,9.231324697606002,before,220
910,1884_135_Vis1BC_Home1A,25,5.0,603418,1,1,Season_1884,Home1A,Vis1BC,day_135,1.0,top,354.0,Right,6277.0,,,59.4687,64.6866,49.3467,77.7945,19.377050837008195,0.49015020352013144,19.37085057290952,pickoff,220
911,1884_135_Vis1BC_Home1A,56,15.0,1736368,1,1,Season_1884,Home1A,Vis1BC,day_135,2.0,bottom,7673.0,Right,630.0,,,58.6647,64.4496,53.667,74.6826,14.190862685545223,1.3888801690459365,14.122733291966917,after,220
912,1884_135_Vis1BC_Home1A,57,15.0,1758268,1,6,Season_1884,Home1A,Vis1BC,day_135,2.0,bottom,7673.0,Right,630.0,,,60.1887,63.6552,57.2328,70.3992,8.618545844862687,0.9282559711821682,8.568411365706279,before,221
913,1884_135_Vis1BC_Home1A,58,15.0,1776818,1,1,Season_1884,Home1A,Vis1BC,day_135,2.0,bottom,7673.0,Right,630.0,,,58.4637,64.6296,54.1608,74.5401,13.772984740062695,1.6410700127780917,13.674867380094053,pickoff,221
914,1884_135_Vis1BC_Home1A,93,22.0,3070218,1,1,Season_1884,Home1A,Vis1BC,day_135,3.0,top,354.0,Right,9107.0,,,59.3817,64.1835,54.6651,74.9646,13.816374602984677,2.298283036292259,13.62387985322431,after,221
915,1884_135_Vis1BC_Home1A,94,23.0,3115868,1,6,Season_1884,Home1A,Vis1BC,day_135,3.0,top,354.0,Right,9107.0,,,60.4725,63.0141,56.6127,71.5668,9.921835895135537,1.3047293176479804,9.835675316808187,before,222
916,1884_135_Vis1BC_Home1A,95,23.0,3132418,1,1,Season_1884,Home1A,Vis1BC,day_135,3.0,top,354.0,Right,9107.0,,,59.3859,64.1049,52.353,75.3963,15.582108929474208,0.952334888906353,15.552979680735508,pickoff,222
917,1884_135_Vis1BC_Home1A,190,50.0,6800618,1,1,Season_1884,Home1A,Vis1BC,day_135,6.0,bottom,5974.0,Right,435.0,,,59.4711,64.5285,53.7126,74.1459,13.747898660158935,1.0451026013816027,13.708117234784114,after,222
918,1884_135_Vis1BC_Home1A,191,50.0,6824418,1,6,Season_1884,Home1A,Vis1BC,day_135,6.0,bottom,5974.0,Right,435.0,,,60.1416,63.381,56.9997,69.8538,8.351709916538054,0.37965405711609795,8.343076250815125,before,223
919,1884_135_Vis1BC_Home1A,192,50.0,6846068,1,1,Season_1884,Home1A,Vis1BC,day_135,6.0,bottom,5974.0,Right,435.0,,,58.794,65.2662,52.1019,75.2688,15.653100940388773,0.6838971708451768,15.63815378200732,pickoff,223
923,1884_135_Vis1BC_Home1A,222,58.0,7837718,1,1,Season_1884,Home1A,Vis1BC,day_135,7.0,top,583.0,Right,8250.0,,,58.5783,65.3529,53.5677,73.9575,13.69935609946686,0.8096915216545534,13.675407020625038,after,223
924,1884_135_Vis1BC_Home1A,223,58.0,7860918,1,6,Season_1884,Home1A,Vis1BC,day_135,7.0,top,583.0,Right,8250.0,,,60.1614,62.5173,56.643,70.2933,8.917083037069913,0.4334554349171984,8.906541768606978,before,224
925,1884_135_Vis1BC_Home1A,224,58.0,7878818,1,6,Season_1884,Home1A,Vis1BC,day_135,7.0,top,583.0,Right,8250.0,,,60.297,62.8113,57.249,69.8916,8.215963945879992,0.5839176460390948,8.195187840595485,pickoff,224
926,1884_135_Vis1BC_Home1A,225,58.0,7895868,1,1,Season_1884,Home1A,Vis1BC,day_135,7.0,top,583.0,Right,8250.0,,,58.5213,65.0355,51.8586,74.664,15.377808490158795,0.08637558202539926,15.377565906827702,after,224
927,1884_135_Vis1BC_Home1A,258,67.0,9078718,1,1,Season_1884,Home1A,Vis1BC,day_135,8.0,top,411.0,Right,4394.0,,,58.7679,64.608,52.9449,76.0041,15.675015815622002,1.800526008233809,15.57126285545503,before,225
928,1884_135_Vis1BC_Home1A,259,67.0,9096568,1,6,Season_1884,Home1A,Vis1BC,day_135,8.0,top,411.0,Right,4394.0,,,60.1947,62.7393,56.6121,72.5349,10.711446047103065,1.9830578259837988,10.526279403417158,pickoff,225
929,1884_135_Vis1BC_Home1A,260,67.0,9109968,1,1,Season_1884,Home1A,Vis1BC,day_135,8.0,top,411.0,Right,4394.0,,,58.722,64.7763,50.349,76.7247,17.91107855741803,0.4547709498822368,17.905304199402565,after,225
930,1884_136_Vis1BC_Home1A,111,29.0,3995240,1,1,Season_1884,Home1A,Vis1BC,day_136,4.0,top,672.0,Left,4716.0,,,57.8592,63.8229,48.8457,79.0398,20.634554430130056,1.0060239469424044,20.610015826005043,before,226
931,1884_136_Vis1BC_Home1A,112,29.0,4069140,1,6,Season_1884,Home1A,Vis1BC,day_136,4.0,top,672.0,Left,4716.0,,,58.8225,62.8599,57.3876,70.269,8.420490410896509,0.9473486485495287,8.367029897047784,pickoff,226
932,1884_136_Vis1BC_Home1A,113,29.0,4087590,1,1,Season_1884,Home1A,Vis1BC,day_136,4.0,top,672.0,Left,4716.0,,,58.7202,63.2325,55.2915,73.1523,11.983575574093065,1.4742884128700104,11.892542083830401,after,226
939,1884_010_Vis2AF_Home2A,107,35.0,3647909,1,6,Season_1884,Home2A,Vis2AF,day_010,4.0,bottom,3268.0,Left,492.0,,,58.9074,65.8326,56.0343,72.0879,10.687057728860644,1.2576610259880543,10.612798483138683,before,228
940,1884_010_Vis2AF_Home2A,108,35.0,3669209,1,1,Season_1884,Home2A,Vis2AF,day_010,4.0,bottom,3268.0,Left,492.0,,,57.7206,65.5347,56.0043,71.9988,10.635288803318883,1.173799808141579,10.570315129664147,pickoff,228
941,1884_011_Vis2AF_Home2A,17,6.0,533661,1,1,Season_1884,Home2A,Vis2AF,day_011,1.0,bottom,5429.0,Right,993.0,,,57.5724,64.3536,49.707,78.3231,19.527097956685726,1.1176721071165405,19.49508562871611,after,228
948,1884_011_Vis2AF_Home2A,32,11.0,1047661,1,1,Season_1884,Home2A,Vis2AF,day_011,2.0,top,550.0,Right,7742.0,,,58.1145,64.6134,53.5716,74.1657,13.854300092390089,0.9584460096069152,13.821107491683456,before,230
949,1884_011_Vis2AF_Home2A,86,24.0,2788411,1,1,Season_1884,Home2A,Vis2AF,day_011,3.0,bottom,5429.0,Right,495.0,,,57.9072,63.6969,51.993,77.0076,17.052193370942042,1.8253581414611488,16.954213824751687,pickoff,230
950,1884_011_Vis2AF_Home2A,87,24.0,2819311,1,6,Season_1884,Home2A,Vis2AF,day_011,3.0,bottom,5429.0,Right,495.0,,,57.9948,64.9059,55.5369,71.7912,10.772526122038414,0.6949713948723057,10.750085293164387,after,230
951,1884_011_Vis2AF_Home2A,88,24.0,2839011,1,1,Season_1884,Home2A,Vis2AF,day_011,3.0,bottom,5429.0,Right,495.0,,,57.9399,64.0182,52.5582,75.9153,15.846749361619878,1.462533329143425,15.779114727738838,before,231
952,1884_011_Vis2AF_Home2A,147,41.0,4946311,1,1,Season_1884,Home2A,Vis2AF,day_011,5.0,bottom,5429.0,Right,471.0,,,58.062,63.8634,53.8218,76.5387,15.591104160065123,2.800611731192674,15.337506409488668,pickoff,231
953,1884_011_Vis2AF_Home2A,148,41.0,4963461,1,6,Season_1884,Home2A,Vis2AF,day_011,5.0,bottom,5429.0,Right,471.0,,,60.3645,62.946,56.3496,72.5649,10.884471699168492,1.8169181734969948,10.731753469066282,after,231
960,1884_012_Vis2AF_Home2A,100,29.0,3477781,1,1,Season_1884,Home2A,Vis2AF,day_012,3.0,bottom,2925.0,Right,798.0,,,58.6491,63.8238,52.9932,75.3426,15.128039562349116,1.3711736101275833,15.065771269035308,before,233
961,1884_012_Vis2AF_Home2A,101,29.0,3501631,1,6,Season_1884,Home2A,Vis2AF,day_012,3.0,bottom,2925.0,Right,798.0,,,59.8401,62.8884,55.9248,71.4816,10.285056032905217,0.7544926672259927,10.257344608381947,pickoff,233
962,1884_012_Vis2AF_Home2A,102,29.0,3519431,1,1,Season_1884,Home2A,Vis2AF,day_012,3.0,bottom,2925.0,Right,798.0,,,59.0205,63.5733,53.2371,75.2073,14.869169771712208,1.4502225360174277,14.79827909913944,after,233
963,1884_012_Vis2AF_Home2A,154,46.0,5266881,1,1,Season_1884,Home2A,Vis2AF,day_012,5.0,bottom,2925.0,Right,798.0,,,58.5987,63.8508,53.4813,75.3999,14.868812652663294,1.7593833203591127,14.764354372340236,before,234
964,1884_012_Vis2AF_Home2A,155,46.0,5289931,1,6,Season_1884,Home2A,Vis2AF,day_012,5.0,bottom,2925.0,Right,798.0,,,60.4008,63.3699,56.1348,71.2149,9.945838981704862,0.7172420485136419,9.919943391665294,pickoff,234
965,1884_012_Vis2AF_Home2A,156,46.0,5310031,1,1,Season_1884,Home2A,Vis2AF,day_012,5.0,bottom,2925.0,Right,798.0,,,58.6122,64.2336,53.2494,76.2285,15.669410601870124,2.1749788609483383,15.517728427976426,after,234
996,1884_014_Vis2AG_Home2A,126,42.0,4007235,1,1,Season_1884,Home2A,Vis2AG,day_014,5.0,bottom,7017.0,Left,993.0,,,59.2374,63.0486,55.6692,71.7831,10.680319950731818,0.7836276570710464,10.651533314273276,before,237
997,1884_014_Vis2AG_Home2A,148,49.0,4799985,1,1,Season_1884,Home2A,Vis2AG,day_014,6.0,bottom,7017.0,Left,471.0,,,60.7164,63.2409,57.6753,72.6219,10.233797423244214,2.8021608605366346,9.84268785503617,pickoff,237
998,1884_014_Vis2AG_Home2A,149,49.0,4818685,1,6,Season_1884,Home2A,Vis2AG,day_014,6.0,bottom,7017.0,Left,471.0,,,59.3862,70.4133,58.5309,64.4034,4.120435701476238,2.349933301289462,3.384642351784127,after,237
999,1884_014_Vis2AG_Home2A,150,49.0,4835685,1,1,Season_1884,Home2A,Vis2AG,day_014,6.0,bottom,7017.0,Left,471.0,,,61.0035,63.2886,58.4604,72.4188,9.697341573854148,3.2195716063177717,9.147283327403413,before,238
1000,1884_014_Vis2AG_Home2A,186,59.0,6373635,1,1,Season_1884,Home2A,Vis2AG,day_014,7.0,bottom,2098.0,Right,993.0,,,60.1272,63.6873,52.9224,75.3783,15.200556721712525,1.3457203528061958,15.140870562224716,pickoff,238
1001,1884_014_Vis2AG_Home2A,187,59.0,6396535,1,6,Season_1884,Home2A,Vis2AG,day_014,7.0,bottom,2098.0,Right,993.0,,,60.6444,62.1516,54.6981,72.594,11.92889196908078,0.6597332771189638,11.91063455963039,after,238
1002,1884_014_Vis2AG_Home2A,188,59.0,6423235,1,6,Season_1884,Home2A,Vis2AG,day_014,7.0,bottom,2098.0,Right,993.0,,,60.624,61.7898,54.8874,72.1797,11.493588249541565,0.5042370792232551,11.482522188871934,before,239
1003,1884_014_Vis2AG_Home2A,189,59.0,6448285,1,1,Season_1884,Home2A,Vis2AG,day_014,7.0,bottom,2098.0,Right,993.0,,,60.1245,63.5352,52.5747,75.1272,15.233574496158148,0.921744159184913,15.205662748956668,pickoff,239
1004,1884_014_Vis2AG_Home2A,194,61.0,6610185,1,1,Season_1884,Home2A,Vis2AG,day_014,7.0,bottom,2098.0,Right,993.0,,,60.2511,64.9617,52.4049,76.0128,16.019327072321108,1.4215835199663969,15.956125474116828,after,239
1005,1884_014_Vis2AG_Home2A,195,61.0,6629285,1,6,Season_1884,Home2A,Vis2AG,day_014,7.0,bottom,2098.0,Right,993.0,,,61.2936,63.7209,54.5301,72.3642,11.870659444613848,0.37882448941309704,11.864613253546061,before,240
1006,1884_014_Vis2AG_Home2A,196,61.0,6651135,1,6,Season_1884,Home2A,Vis2AG,day_014,7.0,bottom,2098.0,Right,993.0,,,60.5283,64.2504,54.8754,72.0483,11.40440134553322,0.4035531370141868,11.397259096625202,pickoff,240
1007,1884_014_Vis2AG_Home2A,197,61.0,6674885,1,1,Season_1884,Home2A,Vis2AG,day_014,7.0,bottom,2098.0,Right,993.0,,,60.5358,64.5018,48.444,79.3197,21.111122378736756,0.9158393787269128,21.091247623655953,after,240
1017,1884_024_Vis2AH_Home2A,92,28.0,3052727,1,1,Season_1884,Home2A,Vis2AH,day_024,4.0,top,961.0,Left,3407.0,,,58.71,64.5915,54.114,75.0639,14.218953801528441,1.9749474555324757,14.081130272740392,before,242
1018,1884_024_Vis2AH_Home2A,93,28.0,3068927,1,6,Season_1884,Home2A,Vis2AH,day_024,4.0,top,961.0,Left,3407.0,,,60.0144,62.7792,57.6417,70.9179,8.795148395564455,1.5834905682728042,8.651427218684272,pickoff,242
1019,1884_024_Vis2AH_Home2A,94,28.0,3088427,1,1,Season_1884,Home2A,Vis2AH,day_024,4.0,top,961.0,Left,3407.0,,,58.407,64.6524,54.0105,75.3723,14.528702403862496,2.1173737553731393,14.373584170973395,after,242
1020,1884_024_Vis2AH_Home2A,96,28.0,3158627,1,1,Season_1884,Home2A,Vis2AH,day_024,4.0,top,961.0,Left,3407.0,,,59.8362,64.431,53.7825,74.7591,14.178518648293272,1.5248722711090374,14.096281623775925,before,243
1021,1884_024_Vis2AH_Home2A,97,28.0,3176577,1,6,Season_1884,Home2A,Vis2AH,day_024,4.0,top,961.0,Left,3407.0,,,60.5802,63.5685,57.453,70.1892,8.31734029843675,0.9380319974753041,8.264275262339247,pickoff,243
1022,1884_024_Vis2AH_Home2A,98,28.0,3191477,1,1,Season_1884,Home2A,Vis2AH,day_024,4.0,top,961.0,Left,3407.0,,,59.2545,62.9598,51.2661,77.4324,17.839132012797034,1.6048851698140083,17.766794155438145,after,243
1023,1884_024_Vis2AH_Home2A,134,39.0,4373927,1,1,Season_1884,Home2A,Vis2AH,day_024,5.0,bottom,5725.0,Right,334.0,,,58.0086,64.506,53.3955,76.6107,15.893209202046005,2.5471230587165867,15.687774311984287,before,244
1024,1884_024_Vis2AH_Home2A,135,39.0,4398477,1,6,Season_1884,Home2A,Vis2AH,day_024,5.0,bottom,5725.0,Right,334.0,,,59.9556,61.7595,57.2517,70.6431,8.7996699085818,1.1127361372163684,8.729032523076816,pickoff,244
1025,1884_024_Vis2AH_Home2A,136,39.0,4418327,1,1,Season_1884,Home2A,Vis2AH,day_024,5.0,bottom,5725.0,Right,334.0,,,57.5679,67.1652,53.4537,75.9552,15.328193068003813,2.129036501315341,15.179614827329022,after,244
1038,1884_025_Vis2AH_Home2A,16,5.0,475072,1,6,Season_1884,Home2A,Vis2AH,day_025,1.0,bottom,3525.0,Right,993.0,,,59.9511,61.5948,54.2982,72.8514,12.38701340921208,0.5550569351708924,12.374571224843251,before,247
1039,1884_025_Vis2AH_Home2A,17,5.0,493822,1,6,Season_1884,Home2A,Vis2AH,day_025,1.0,bottom,3525.0,Right,993.0,,,60.4674,62.3763,55.5549,71.5392,10.571158434627675,0.5311233600640435,10.557807472500818,pickoff,247
1040,1884_025_Vis2AH_Home2A,18,5.0,514322,1,1,Season_1884,Home2A,Vis2AH,day_025,1.0,bottom,3525.0,Right,993.0,,,58.5981,64.7619,52.6494,75.4083,15.39836683710321,1.1720937676651437,15.353693283695634,after,247
1041,1884_025_Vis2AH_Home2A,19,5.0,534772,1,1,Season_1884,Home2A,Vis2AH,day_025,1.0,bottom,3525.0,Right,993.0,,,59.1477,62.9898,51.9612,75.1815,15.683275668367243,0.5223643114190061,15.674574036194914,before,248
1042,1884_025_Vis2AH_Home2A,20,5.0,556372,1,6,Season_1884,Home2A,Vis2AH,day_025,1.0,bottom,3525.0,Right,993.0,,,59.0238,61.1613,54.8265,72.5943,11.844671829139042,0.7514981045009278,11.820807981645396,pickoff,248
1043,1884_025_Vis2AH_Home2A,21,5.0,576072,1,1,Season_1884,Home2A,Vis2AH,day_025,1.0,bottom,3525.0,Right,993.0,,,58.4817,64.1964,52.1004,76.2516,16.397392192662828,1.371890437392233,16.339901693333154,after,248
1044,1884_025_Vis2AH_Home2A,22,5.0,597422,1,6,Season_1884,Home2A,Vis2AH,day_025,1.0,bottom,3525.0,Right,993.0,,,59.6352,61.512,56.4759,71.4288,9.895728485058584,1.110430426983014,9.833228692389401,before,249
1045,1884_025_Vis2AH_Home2A,23,5.0,614172,1,1,Season_1884,Home2A,Vis2AH,day_025,1.0,bottom,3525.0,Right,993.0,,,59.1381,64.0458,48.705,78.8943,20.620603616043834,0.8036857796099768,20.6049358809401,pickoff,249
1046,1884_025_Vis2AH_Home2A,29,7.0,818172,1,1,Season_1884,Home2A,Vis2AH,day_025,1.0,bottom,3525.0,Right,471.0,,,57.5853,65.3883,55.3212,74.5383,13.094392705658409,2.4672210074202217,12.859857729794077,after,249
1047,1884_025_Vis2AH_Home2A,30,7.0,833072,1,6,Season_1884,Home2A,Vis2AH,day_025,1.0,bottom,3525.0,Right,471.0,,,61.5837,62.2782,60.6459,66.921,3.8086354262386473,0.9232939195387923,3.6950280307654957,before,250
1048,1884_025_Vis2AH_Home2A,31,7.0,848372,1,1,Season_1884,Home2A,Vis2AH,day_025,1.0,bottom,3525.0,Right,471.0,,,58.1937,65.5671,55.3356,75.21,13.650869252908395,2.948432534805876,13.328652480565992,pickoff,250
1049,1884_025_Vis2AH_Home2A,38,10.0,1163072,1,1,Season_1884,Home2A,Vis2AH,day_025,1.0,bottom,3525.0,Right,492.0,,,58.4175,64.4343,54.0222,74.5992,13.904675669716282,1.5836788195644365,13.814194398388308,after,250
1062,1884_026_Vis2AH_Home2A,48,14.0,1488875,1,6,Season_1884,Home2A,Vis2AH,day_026,2.0,bottom,8549.0,Right,334.0,,,60.4389,61.6227,54.7602,73.1931,12.345484666468142,1.1240554034275725,12.294205590440777,before,254
1063,1884_026_Vis2AH_Home2A,49,14.0,1507725,1,1,Season_1884,Home2A,Vis2AH,day_026,2.0,bottom,8549.0,Right,334.0,,,59.3214,63.4218,52.8477,76.7535,16.330387182795146,2.256639326544192,16.173717089460116,pickoff,254
1064,1884_026_Vis2AH_Home2A,67,20.0,2163425,1,1,Season_1884,Home2A,Vis2AH,day_026,3.0,bottom,8549.0,Right,993.0,,,59.5725,63.4095,52.0386,75.7728,16.07252157565825,0.9921272155606485,16.041871255815007,after,254
1065,1884_026_Vis2AH_Home2A,68,20.0,2185425,1,6,Season_1884,Home2A,Vis2AH,day_026,3.0,bottom,8549.0,Right,993.0,,,59.8233,61.7274,55.7907,71.8347,10.641790384141192,0.9064400653536876,10.603116003700118,before,255
1066,1884_026_Vis2AH_Home2A,69,20.0,2205675,1,6,Season_1884,Home2A,Vis2AH,day_026,3.0,bottom,8549.0,Right,993.0,,,60.2859,61.7058,54.9678,72.4689,11.65740382975558,0.7643301118176071,11.63231978283648,pickoff,255
1067,1884_026_Vis2AH_Home2A,70,20.0,2227475,1,6,Season_1884,Home2A,Vis2AH,day_026,3.0,bottom,8549.0,Right,993.0,,,59.6568,61.8057,55.6935,71.8728,10.733260366263362,0.8638452133254501,10.698441453661118,after,255
1068,1884_026_Vis2AH_Home2A,71,20.0,2251425,1,6,Season_1884,Home2A,Vis2AH,day_026,3.0,bottom,8549.0,Right,993.0,,,59.7852,61.7013,55.9746,71.4,10.190628496810197,0.7327905535190441,10.16424749623273,before,256
1069,1884_026_Vis2AH_Home2A,72,20.0,2277075,1,1,Season_1884,Home2A,Vis2AH,day_026,3.0,bottom,8549.0,Right,993.0,,,59.823,63.0597,53.634,74.4681,14.045592390853441,1.2149591126107417,13.992946078817148,pickoff,256
1070,1884_026_Vis2AH_Home2A,73,20.0,2297375,1,6,Season_1884,Home2A,Vis2AH,day_026,3.0,bottom,8549.0,Right,993.0,,,58.956,62.2242,56.1459,71.8326,10.417117526936133,1.1582399449577043,10.352527121428098,after,256
